ticker,name,industry,size,ret,beta
MMM,3M CO,Manufacturing,104.5141,.0418179354544701,.6855863165411891
BMY,BRISTOL MYERS SQUIBB CO,Healthcare,97.917542,.0451005202913843,.5729185843619256
MO,ALTRIA GROUP INC,Consumer non Durables,97.380676,.0504353358018383,.4118180443148848
UNH,UNITEDHEALTH GROUP INC,Finance,97.025269,.2574247768798601,.8156629633127146
AXP,AMERICAN EXPRESS CO,Finance,96.26635,.0765219960695651,1.366296882728268
BA,BOEING CO,Manufacturing,92.666641,.2325812249496173,.9054727150254271
MCD,MCDONALDS CORP,Retail,91.189209,.1935966420047674,.6057511932237322
CELG,CELGENE CORP,Chemicals,89.510376,-.0069436070751629,1.16294026140153
COP,CONOCOPHILLIPS,"Oil, Gas, and Coal",85.006851,.0157740041137988,.7914151397089045
GS,GOLDMAN SACHS GROUP INC,Finance,84.421883,.050441831621455,1.53222827528349
WBA,WALGREENS BOOTS ALLIANCE INC,Retail,83.056168,-.0290075670566168,.7125582364915917
USB,U S BANCORP DEL,Finance,80.432907,.0839866038028665,.7490171837033858
BIIB,BIOGEN IDEC INC,Healthcare,79.639725,-.0105079711689466,1.318105675892618
UPS,UNITED PARCEL SERVICE INC,Other,79.094673,.0421448808114695,.6559074643170238
AIG,AMERICAN INTERNATIONAL GROUP INC,Finance,78.409073,.0041561515605382,1.790987568774611
HON,HONEYWELL INTERNATIONAL INC,"Oil, Gas, and Coal",78.218376,.1552679063355336,1.182546967802957
LLY,LILLY ELI & CO,Healthcare,76.815536,.1662578939729622,.5345552477244089
MS,MORGAN STANLEY DEAN WITTER & CO,Finance,75.947235,.0801001079696979,1.757708292895055
HPQ,HEWLETT PACKARD CO,Business Equipment,73.601715,.0406228345076949,1.431434586134231
TWX,TIME WARNER INC NEW,Other,71.623474,.0327576423066973,1.822209650326017
MDT,MEDTRONIC INC,Healthcare,71.067688,.1178614103158786,.7373820264705369
EBAY,EBAY INC,Other,68.69088,.0955887024190099,1.851335565225208
ACT,ACTAVIS PLC,Healthcare,68.229355,-.0481388083034872,.5643692445353321
ABT,ABBOTT LABORATORIES,Healthcare,67.79071,.1641102841436974,.3671773742283333
DD,DU PONT E I DE NEMOURS & CO,Chemicals,66.985725,.0495511238539408,1.045138835740367
LOW,LOWES COMPANIES INC,Retail,66.936142,.1373325228493441,.9897508365791623
NKE,NIKE INC,Manufacturing,65.761887,.1740633668000573,.7235667474033318
AGN,ALLERGAN INC,Healthcare,63.330349,.0183638051748902,.6188351796332106
CL,COLGATE PALMOLIVE CO,Chemicals,63.059628,.0225161010472545,.5861332195491075
OXY,OCCIDENTAL PETROLEUM CORP,"Oil, Gas, and Coal",62.507252,-.0830416811287815,.799377329406545
COST,COSTCO WHOLESALE CORP NEW,Retail,62.441441,.1862202258543157,.8173022212297897
SBUX,STARBUCKS CORP,Retail,61.570324,.1850245014151202,1.090884003753189
ESRX,EXPRESS SCRIPTS HOLDING CO,Healthcare,61.478886,.0368635920512028,.7394030011357047
MET,METLIFE INC,Finance,61.448513,.0444559017289443,1.287434886936645
LMT,LOCKHEED MARTIN CORP,Manufacturing,60.837681,.1842247349543158,.4216076786297789
EMC,E M C CORP MA,Business Equipment,60.518192,.0002083790091532,1.6190906903868
MDLZ,MONDELEZ INTERNATIONAL INC,Consumer non Durables,60.431759,.1076478610105918,.5069337503137977
DHR,DANAHER CORP,Manufacturing,60.227734,.1916791563545432,.8827282410344502
PCLN,PRICELINE GROUP INC,Other,59.214523,.1248942656858101,2.244793572707561
DUK,DUKE ENERGY CORP NEW,Utilities,59.087093,.062455133471357,.2974456405942783
BLK,BLACKROCK INC,Finance,59.073917,.0984275510530641,.8901592189980617
F,FORD MOTOR CO DEL,Consumer Durables,58.556442,-.0421324513471016,1.540559102837629
MON,MONSANTO CO NEW,Chemicals,57.775932,.0269661503555314,.9139923752011073
TXN,TEXAS INSTRUMENTS INC,Consumer non Durables,55.957912,.2229628497103329,1.556850508501224
CAT,CATERPILLAR INC,Manufacturing,55.412167,.1354279558100713,1.217903298792404
DOW,DOW CHEMICAL CO,Chemicals,53.754169,.0989210820358735,1.350606188250526
EOG,EOG RESOURCES INC,"Oil, Gas, and Coal",50.455189,-.0105853186399041,.7932292412251714
TMO,THERMO FISHER SCIENTIFIC INC,Manufacturing,50.119133,.2142227525930269,.9659548464805704
FDX,FEDEX CORP,Other,49.200134,-.0172995351933453,.9556760833671737
TGT,TARGET CORP,Retail,48.35194,.14736998259793,.9346280607771066
MCK,MCKESSON H B O C INC,Retail,48.134064,-.0700609200683986,.5653381256944181
PNC,P N C FINANCIAL SERVICES GRP INC,Finance,48.006142,.1457204792942317,.8882539347541787
YHOO,YAHOO INC,Business Equipment,47.319683,-.0007534573872954,2.194489807152695
TJX,T J X COMPANIES INC NEW,Retail,47.244762,.138703744452761,.7050339311575475
NEE,NEXTERA ENERGY INC,Utilities,46.393673,.2119121847868921,.273985059177848
COF,CAPITAL ONE FINANCIAL CORP,Finance,45.895409,.0649605579891592,1.482766980231001
BK,BANK OF NEW YORK MELLON CORP,Finance,45.670055,.0643228814566368,1.074550628156349
GD,GENERAL DYNAMICS CORP,Manufacturing,45.605892,.0716022510156757,.7689808814643108
D,DOMINION RESOURCES INC VA NEW,Utilities,44.902756,.0577771141699537,.2794145606984038
SO,SOUTHERN CO,Utilities,44.189816,.1043048161352083,.0515395264067851
DTV,DIRECTV,Telecommunications,43.702,.0136695931002271,.842566189034738
KMB,KIMBERLY CLARK CORP,Manufacturing,43.033451,.0687020754750107,.3639486278642583
EMR,EMERSON ELECTRIC CO,Manufacturing,42.732468,.0771613479004269,.9402389110035629
APC,ANADARKO PETROLEUM CORP,"Oil, Gas, and Coal",41.782124,-.0120015391672762,.9706128638626962
PRU,PRUDENTIAL FINANCIAL INC,Finance,41.24976,.0424882378596856,1.760564410889812
REGN,REGENERON PHARMACEUTICALS INC,Healthcare,41.212482,-.0175563652784186,1.68505628523802
ADP,AUTOMATIC DATA PROCESSING INC,Business Equipment,39.775829,.1795183713990467,.7464328006452544
BAX,BAXTER INTERNATIONAL INC,Healthcare,39.721569,.1711066790936107,.5214084030000722
SCHW,SCHWAB CHARLES CORP NEW,Finance,39.421169,.1059054149651806,1.71291624308422
AMT,AMERICAN TOWER CORP NEW,Telecommunications,39.190369,.20723056360501,1.413481499231217
PX,PRAXAIR INC,Chemicals,37.750282,.0632172874480723,.8705735752604826
MU,MICRON TECHNOLOGY INC,Business Equipment,37.63575,.0896467739506883,1.728799147488463
CRM,SALESFORCE COM INC,Business Equipment,37.42461,.2235448238528137,1.58924765118092
AAL,AMERICAN AIRLINES GROUP INC,Other,37.405582,-.1086426581256639,1.914954587787234
ITW,ILLINOIS TOOL WORKS INC,Manufacturing,37.021446,.1631105959365453,.9705804699025491
ALXN,ALEXION PHARMACEUTICALS INC,Healthcare,36.831333,-.1018334556336632,1.415629833425669
ADBE,ADOBE SYSTEMS INC,Business Equipment,36.167084,.3531498192525917,1.591944248941787
CSX,C S X CORP,Other,36.063232,.1692884549565346,.8707666394786105
SYK,STRYKER CORP,Healthcare,35.687019,.188352950233835,.894545244062374
TRV,TRAVELERS COMPANIES INC,Finance,35.07869,.0770771403460335,.6932203095628249
BEN,FRANKLIN RESOURCES INC,Finance,34.460735,-.105200504738631,1.354218059697177
PCP,PRECISION CASTPARTS CORP,Manufacturing,34.333347,-.0048628122505996,1.052331179448136
RAI,REYNOLDS AMERICAN INC,Consumer non Durables,34.145618,.1710167335707682,.3727578924707941
ANTM,ANTHEM INC,Finance,33.923485,.2094437944071736,.7087895693063351
NSC,NORFOLK SOUTHERN CORP,Other,33.917934,.146183489595106,.7555193749178476
WMB,WILLIAMS COS,Other,33.590988,-.0662689415807922,1.304111780746304
ADM,ARCHER DANIELS MIDLAND CO,Consumer non Durables,33.476974,.006723104252079,.4250189741099992
RTN,RAYTHEON CO,Business Equipment,33.356167,.1764746276805229,.5259868433049595
HAL,HALLIBURTON COMPANY,"Oil, Gas, and Coal",33.330605,-.0721286764111089,1.300312801526703
STT,STATE STREET CORP,Finance,32.773357,.0240450658456099,1.263581230768762
VFC,V F CORP,Consumer non Durables,32.347214,.0980045860061187,.7652434038456445
JCI,JOHNSON CONTROLS INC,Other,32.271397,-.0104071156355031,1.217339930027814
GIS,GENERAL MILLS INC,Consumer non Durables,32.197884,.0364902734593333,.174526411167276
CTSH,COGNIZANT TECHNOLOGY SOLS CORP,Business Equipment,32.090897,.0393282005037094,1.507797707756294
YUM,YUM BRANDS INC,Retail,31.871365,.1681897432312771,.596031016473064
EXC,EXELON CORP,Utilities,31.868963,.07941010464132,.2526803456056536
PPG,P P G INDUSTRIES INC,Chemicals,31.72187,.0456043569280928,1.006789110847905
KR,KROGER COMPANY,Retail,31.547915,-.0034869211641645,.4476255586239259
ECL,ECOLAB INC,Chemicals,31.368124,.1434353801042492,.6061989388004594
AET,AETNA INC NEW,Finance,31.241512,.1840664218812813,.8607658611506437
MMC,MARSH & MCLENNAN COS INC,Finance,30.96106,.1651340241182795,.851842102809747
APD,AIR PRODUCTS & CHEMICALS INC,Chemicals,30.868393,.15278730680403,.9787616734600239
DE,DEERE & CO,Manufacturing,30.459867,.1698875918519813,1.014217224933255
AMAT,APPLIED MATERIALS INC,Manufacturing,30.439081,.2154139886196205,1.869488878231008
NOC,NORTHROP GRUMMAN CORP,Manufacturing,29.772633,.2039709015621602,.5262528602657961
CME,C M E GROUP INC,Finance,29.73782,.2258925433485792,1.092556162941937
AEP,AMERICAN ELECTRIC POWER CO INC,Utilities,29.706654,.1311904210180741,.2932537224135263
ALL,ALLSTATE CORP,Finance,29.465168,.1194245517398285,.8604207174205808
GLW,CORNING INC,Manufacturing,29.392776,.0745141080487608,1.896329680238862
LUV,SOUTHWEST AIRLINES CO,Other,28.724445,.0602657281816659,.9908491996634792
VRTX,VERTEX PHARMACEUTICALS INC,Healthcare,28.721563,.1300709179119706,1.186758794026572
NOV,NATIONAL OILWELL VARCO INC,Manufacturing,28.215513,-.1611653734562896,1.516718181023921
BBT,B B & T CORP,Consumer non Durables,28.012388,.1094025455615373,.726470865633793
AFL,AFLAC INC,Finance,27.52636,.1421728113188145,1.05846628615137
SRE,SEMPRA ENERGY,Other,27.418837,.0970635174149337,.3161637585818518
AON,AON PLC,Finance,27.039541,.184250789298346,.6329029498598886
CI,CIGNA CORP,Finance,26.919096,.1475221446062673,.9963224569583256
BDX,BECTON DICKINSON & CO,Healthcare,26.911039,.1602996329497988,.5383984223893356
CAH,CARDINAL HEALTH INC,Retail,26.718563,-.063023259486973,.5239905428186015
CBS,C B S CORP NEW,Telecommunications,26.586664,-.0411005989939531,1.586834813374471
ILMN,ILLUMINA INC,Business Equipment,26.511042,.1244046632708466,1.575827991837598
CMI,CUMMINS INC,Manufacturing,26.338705,.0758580992109146,1.447088853259137
INTU,INTUIT INC,Business Equipment,26.32255,.24456652879346,1.246952809380685
CCI,CROWN CASTLE INTL CORP NEW,Telecommunications,26.274624,.1692851414277921,1.829485283224604
VLO,VALERO ENERGY CORP NEW,"Oil, Gas, and Coal",25.801628,.1787146783001643,1.187262908876308
WDC,WESTERN DIGITAL CORP,Business Equipment,25.707861,-.0778110392392636,1.572793517047687
LB,L BRANDS INC,Retail,25.331629,-.2235626090761867,1.263795000083287
PCG,P G & E CORP,Utilities,25.293686,-.259128946101274,.2874637018488179
SHW,SHERWIN WILLIAMS CO,Chemicals,25.251314,.1844052661425282,.7313972136808361
DVN,DEVON ENERGY CORP NEW,"Oil, Gas, and Coal",25.04101,-.1468155840492982,.8526032235236768
CB,CHUBB CORP,Finance,24.399673,.055247596597181,.5720401167532017
FCX,FREEPORT MCMORAN INC,Other,24.273798,-.0969696971682016,1.441719661955574
BHI,BAKER HUGHES INC,Other,24.260536,-.0573131420383032,1.039587765025547
PPL,P P L CORP,Telecommunications,24.162066,.061365846075889,.391306013987539
MHFI,MCGRAW HILL FINANCIAL INC,Consumer non Durables,24.15807,.2658825490814889,.8689939069762754
PCAR,PACCAR INC,Consumer Durables,24.109547,.0728163154578201,1.2171792137472
BRCM,BROADCOM CORP,Business Equipment,23.831503,.0498602222087867,2.468158145846379
APA,APACHE CORP,"Oil, Gas, and Coal",23.594126,-.1439444137182686,.7722830301696942
WM,WASTE MANAGEMENT INC DEL,Other,23.500505,.2008435985515458,.6308913099496414
PRGO,PERRIGO CO PLC,Healthcare,23.383846,-.2021300787168904,.5694125052942789
SYY,SYSCO CORP,Retail,23.333117,.1941745439759299,.6016586889940508
K,KELLOGG CO,Consumer non Durables,23.233425,.0437191811809077,.2967137672138477
SCCO,SOUTHERN COPPER CORP,Other,23.072309,.1127866842817629,1.120943658912832
CMCSK,COMCAST CORP NEW,Telecommunications,23.053919,.0152042270221155,.9161004772010829
M,MACYS INC,Retail,22.70262,-.1974049926874475,1.298250263357708
IP,INTERNATIONAL PAPER CO,Manufacturing,22.697239,.0083944669690441,1.342323432401336
CTL,CENTURYLINK INC,Other,22.588505,-.1202393844812076,.773027942814702
TROW,T ROWE PRICE GROUP INC,Finance,22.501589,.1081438184929298,1.442065138386591
PXD,PIONEER NATURAL RESOURCES CO,"Oil, Gas, and Coal",22.163467,.0057545084088604,1.13640174286182
VNO,VORNADO REALTY TRUST,Retail,22.098286,-.0139826794172613,.7642421357565096
CERN,CERNER CORP,Business Equipment,22.07958,.0272001783726739,1.041555077691996
HES,HESS CORP,"Oil, Gas, and Coal",22.069893,-.0018082084819599,.8087157000815387
HUM,HUMANA INC,Finance,22.023506,.2143093712463153,.9259424427683319
STI,SUNTRUST BANKS INC,Finance,21.849009,.13945904355419,.9624047790629703
MAR,MARRIOTT INTERNATIONAL INC NEW,Other,21.578571,.1573995136552484,1.137282217071296
GMCR,KEURIG GREEN MOUNTAIN INC,Consumer non Durables,21.456728,-.0670208831338045,.7308055173357849
EIX,EDISON INTERNATIONAL,Utilities,21.334106,.0619062517828484,.3917942461142794
VTR,VENTAS INC,Finance,21.182186,.034338252520796,.5938925701098222
MYL,MYLAN INC,Healthcare,21.15132,-.1863650299888442,.6580450471192438
SNDK,SANDISK CORP,Business Equipment,21.1385,-.0492198316411778,2.277142461966555
PEG,PUBLIC SERVICE ENTERPRISE GP INC,Utilities,20.955282,.1123709857429809,.3050826704138976
NFLX,NETFLIX INC,Other,20.638708,.4598463575665634,1.19646772536663
MCO,MOODYS CORP,Finance,19.985966,.2136502056554839,.8559239206354123
ISRG,INTUITIVE SURGICAL INC,Healthcare,19.835251,.2737450531284924,1.250704745575764
SIRI,SIRIUS X M HOLDINGS INC,Telecommunications,19.761415,.1593046297173486,2.751112270553719
AZO,AUTOZONE INC,Manufacturing,19.748369,.1398596989262693,.4975123193641121
ABC,AMERISOURCEBERGEN CORP,Retail,19.717272,.0047327767565188,.335311969034926
ROST,ROSS STORES INC,Retail,19.65189,.209867031719847,.7798737393722063
ORLY,O REILLY AUTOMOTIVE INC NEW,Retail,19.57077,.1787076331776758,.6607101976838672
AMTD,T D AMERITRADE HOLDING CORP,Finance,19.458021,.0884306433251998,2.021802825234183
ED,CONSOLIDATED EDISON INC,Utilities,19.333538,.1046475298982672,.0850263017535107
OMC,OMNICOM GROUP INC,Other,19.226503,.0392959104573298,1.130696860626833
ZMH,ZIMMER HOLDINGS INC,Healthcare,19.20813,.0656022409298123,.730935225700721
PH,PARKER HANNIFIN CORP,Manufacturing,19.167772,.1193539570625055,1.190309498049844
MRO,MARATHON OIL CORP,"Oil, Gas, and Coal",19.092836,-.1213110571576069,.9369535162513025
WY,WEYERHAEUSER CO,Consumer non Durables,18.819424,.0068447519502022,1.173414434391586
AA,ALCOA INC,Manufacturing,18.613617,-.0183925683391875,1.584098348964104
STJ,ST JUDE MEDICAL INC,Manufacturing,18.592922,.0493115942723852,.6464155717727783
MNST,MONSTER BEVERAGE CORP,Consumer non Durables,18.436295,.1196481854236362,.724905998313359
TYC,TYCO INTERNATIONAL PLC IRELAND,Manufacturing,18.35392,.0233558898180286,1.196991601264469
ADS,ALLIANCE DATA SYSTEMS CORP,Other,18.31292,-.1639894698901032,1.389650216355891
XEL,X C E L ENERGY INC,Utilities,18.16424,.1568441671307732,.3790271298954711
WFM,WHOLE FOODS MARKET INC,Retail,18.138445,-.0285708065608515,.9954289263826356
HST,HOST HOTELS & RESORTS INC,Retail,18.001472,-.0033594600232386,1.368371260721275
HIG,HARTFORD FINANCIAL SVCS GRP INC,Finance,17.988441,.0998327527526335,1.78593492980168
GPS,GAP INC,Retail,17.836786,-.1288423894532498,1.30103307103608
SYMC,SYMANTEC CORP,Business Equipment,17.705723,.0566282679289734,1.274560760517792
FIS,FIDELITY NATIONAL INFO SVCS INC,Telecommunications,17.649311,.1905348962400686,.8595988537716042
EL,LAUDER ESTEE COS INC,Chemicals,17.63405,.2357867236428988,.9498194027361931
BSX,BOSTON SCIENTIFIC CORP,Healthcare,17.575993,.2782710071052381,.8963645173520772
GWW,GRAINGER W W INC,Retail,17.379164,.0808041775773909,.7395185334189317
ADI,ANALOG DEVICES INC,Manufacturing,17.278103,.1918288216315562,1.870962866480258
NBL,NOBLE ENERGY INC,"Oil, Gas, and Coal",17.162878,-.1071227049938029,.8131433035346993
FISV,FISERV INC,Business Equipment,17.054092,.2664998381376147,.8481892224128038
NU,NORTHEAST UTILITIES,Utilities,16.955082,.132050299902472,.4484840958602767
IR,INGERSOLL RAND PLC,Manufacturing,16.82827,.1824595611053814,1.405456788445117
FITB,FIFTH THIRD BANCORP,Finance,16.789957,.1155836769168723,1.20551074066961
PAYX,PAYCHEX INC,Other,16.751768,.1666548555703578,.8323102030529016
LNG,CHENIERE ENERGY INC,"Oil, Gas, and Coal",16.67396,-.0280340568082036,1.311420715022995
HSY,HERSHEY CO,Consumer non Durables,16.654783,.0982941305638012,.0470067725951807
APH,AMPHENOL CORP NEW,Business Equipment,16.652311,.1610295147707006,1.402972564470875
STZ,CONSTELLATION BRANDS INC,Consumer non Durables,16.638342,.1539169309060515,.72557681442536
MTB,M & T BANK CORP,Finance,16.595909,.0861345693404896,.6005748432268904
LVLT,LEVEL 3 COMMUNICATIONS INC,Telecommunications,16.589754,.0166497126777163,1.669795775551529
FE,FIRSTENERGY CORP,Utilities,16.406719,.0891738818373513,.1993283931148993
SIAL,SIGMA ALDRICH CORP,Healthcare,16.38798,.0045409522259272,.4427404607352003
GPC,GENUINE PARTS CO,Retail,16.28997,.0282365743830624,.5658558638500177
DISH,DISH NETWORK CORPORATION,Telecommunications,16.28319,-.1336223728763773,1.548906327494564
DVA,DAVITA HEALTHCARE PARTNERS INC,Healthcare,16.276525,-.0018819028190505,.8374232301690488
MSI,MOTOROLA SOLUTIONS INC,Consumer Durables,15.909096,.2155818988887821,1.424131651582951
PGR,PROGRESSIVE CORP OH,Finance,15.864722,.2495437641869986,.8333027648402521
XRX,XEROX CORP,Business Equipment,15.821966,.0178445087326486,1.553337366417431
ETR,ENTERGY CORP NEW,Utilities,15.788478,.1116310308468142,.2436095040416349
NTRS,NORTHERN TRUST CORP,Finance,15.730554,.1186790273528298,1.003571148646419
L,LOEWS CORP,Consumer non Durables,15.721531,.0513648684641401,.7671993789065611
ROP,ROPER INDUSTRIES INC NEW,Manufacturing,15.659704,.184920082371639,.8643567593719141
NUE,NUCOR CORP,Manufacturing,15.64695,.0581497214933302,1.173861716236328
CAG,CONAGRA INC,Consumer non Durables,15.452268,.0673138534678084,.4592232468911734
DTE,D T E ENERGY CO,Utilities,15.286713,.1208282697077143,.2888379559052808
PFG,PRINCIPAL FINANCIAL GROUP INC,Finance,15.253064,.0470938411360107,1.98170635344976
JWN,NORDSTROM INC,Retail,15.10355,-.0835061063883644,1.34925614713416
WYNN,WYNN RESORTS LTD,Other,15.090065,.010020737417505,2.096797947903389
WHR,WHIRLPOOL CORP,Consumer Durables,15.086728,-.026960341256946,1.338796789620603
ROK,ROCKWELL AUTOMATION INC,Manufacturing,15.083279,.1528863126242714,1.190364820366689
SWK,STANLEY BLACK & DECKER INC,Manufacturing,15.051124,.1367053645270713,1.008584755966012
LNC,LINCOLN NATIONAL CORP,Finance,14.982089,.0242950618398454,1.496415069452582
EA,ELECTRONIC ARTS INC,Business Equipment,14.57465,.179892630366054,1.21003147348329
ATVI,ACTIVISION BLIZZARD INC,Business Equipment,14.546869,.2506383233348022,.8394863851365875
RF,REGIONS FINANCIAL CORP NEW,Finance,14.535577,.1324363309892522,.8952157229862582
DLTR,DOLLAR TREE INC,Retail,14.473928,.059697513294884,1.109550944295967
RSG,REPUBLIC SERVICES INC,Other,14.310445,.200036980039946,.6924122798148616
SBAC,S B A COMMUNICATIONS CORP,Telecommunications,14.302882,.1689108538572341,1.829373334359238
BBBY,BED BATH & BEYOND INC,Retail,14.137228,-.2385816473057158,1.110938543181961
HOG,HARLEY DAVIDSON INC,Consumer Durables,14.122405,-.0795918206824489,1.485753900237108
FAST,FASTENAL COMPANY,Retail,14.071482,.1227161814085098,.8442103372120549
KMX,CARMAX INC,Retail,14.042921,.0565776995119556,1.540754566437135
SWKS,SKYWORKS SOLUTIONS INC,Business Equipment,13.862452,.1228442786439601,2.092331401375072
TIF,TIFFANY & CO NEW,Consumer Durables,13.822769,.0682477617629433,1.645575976786942
CPB,CAMPBELL SOUP CO,Consumer non Durables,13.787092,.0530870632049998,.3666930140536716
HRL,HORMEL FOODS CORP,Consumer non Durables,13.735539,.1369780616804861,.4087526592668595
A,AGILENT TECHNOLOGIES INC,Business Equipment,13.728082,.1699995475570342,1.945423327084264
BBY,BEST BUY COMPANY INC,Retail,13.672625,.2152268129068904,1.515952017127089
ADSK,AUTODESK INC,Business Equipment,13.664912,.2502337320552432,1.677288407131682
EW,EDWARDS LIFESCIENCES CORP,Healthcare,13.626348,.2964774759633697,.388558202356403
CLX,CLOROX CO,Chemicals,13.484982,.1092796193094723,.4193801742060128
BMRN,BIOMARIN PHARMACEUTICAL INC,Healthcare,13.478098,-.0132911181491506,1.253560155440561
KSU,KANSAS CITY SOUTHERN,Other,13.467231,.0609208144913591,1.328917520972181
TAP,MOLSON COORS BREWING CO,Consumer non Durables,13.401378,-.0407097012998818,.5503642350707185
NI,NISOURCE INC,Utilities,13.391993,.1612209826994226,.4214838441038365
CA,C A INC,Business Equipment,13.346662,.1036718414297162,1.510277856694803
CHK,CHESAPEAKE ENERGY CORP,"Oil, Gas, and Coal",13.016222,-.4679998760080381,1.042771962544217
RHT,RED HAT INC,Business Equipment,12.986013,.2211660978673209,1.893985871712958
AME,AMETEK INC NEW,Manufacturing,12.943454,.1440841223084759,.8057520926784708
NTAP,NETAPP INC,Business Equipment,12.919675,.1093470903551039,2.161652207327707
EQIX,EQUINIX INC,Telecommunications,12.799135,.2430418381816395,1.842051692646177
LRCX,LAM RESH CORP,Manufacturing,12.638385,.3205693065176147,2.206727074111938
LBTYA,LIBERTY GLOBAL PLC,Telecommunications,12.60989,-.1159830045873649,1.44162138292334
BWA,BORGWARNER INC,Consumer Durables,12.494201,-.0324050417075972,1.198851628145414
INCY,INCYTE CORP,Healthcare,12.492818,.0361613426805012,2.053656606648516
BCR,BARD C R INC,Healthcare,12.479671,.1534712983728665,.5035756630010654
KSS,KOHLS CORP,Retail,12.33063,.0063120289804748,.8915244967045043
TSN,TYSON FOODS INC,Consumer non Durables,12.235187,.195982257152391,.7122058455194821
COG,CABOT OIL & GAS CORP,"Oil, Gas, and Coal",12.229522,-.0932357219789397,.8455534800311708
KEY,KEYCORP NEW,Finance,12.041917,.1081320136771724,.7090800247909022
WEC,WISCONSIN ENERGY CORP,Utilities,11.893767,.155393704955183,.1600480764808253
DOV,DOVER CORP,Other,11.859763,.1788782232726234,1.070606324080357
AMG,AFFILIATED MANAGERS GROUP INC,Finance,11.794814,-.1631674424336996,2.031764075906959
AAP,ADVANCE AUTO PARTS INC,Retail,11.626484,.0027625015466068,.7088933092924813
TXT,TEXTRON INC,Manufacturing,11.624424,.0132712249177345,1.628298238250847
SPLS,STAPLES INC,Retail,11.593213,-.0875386070392841,1.151247100344527
EQT,E Q T CORP,"Oil, Gas, and Coal",11.469004,-.225461183043842,.5975818716276158
KLAC,K L A TENCOR CORP,Business Equipment,11.438603,.2375663655704143,2.118243405662535
HSIC,SCHEIN HENRY INC,Retail,11.437825,.0459579555425673,.6362743845445129
CBG,C B R E GROUP INC,Finance,11.400695,.1234294607498103,2.346195234022185
TRW,T R W AUTOMOTIVE HOLDINGS CORP,Consumer Durables,11.378192,.004261050857874,2.818504583902207
RL,RALPH LAUREN CORP,Consumer non Durables,11.373268,-.0680811582628496,1.14996835942732
BF,BROWN FORMAN CORP,Consumer non Durables,11.328724,.1590904488139375,.5005873852028491
MHK,MOHAWK INDUSTRIES INC,Consumer non Durables,11.325278,-.0257233394565464,1.457953058031806
